# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 152K of event 'cycles'
# Event count (approx.): 554455153411
#
# Children      Self  Symbol                                          IPC   [IPC Coverage]
# ........  ........  ..............................................  ....................
#
     0.01%     0.00%  [k] handle_softirqs                             -      -            
     0.01%     0.00%  [k] irq_exit_rcu                                -      -            
     0.01%     0.00%  [.] 0x0000000000003e81                          -      -            
     0.01%     0.00%  [.] 0xa4aee4f740e0d98a                          -      -            
     0.01%     0.00%  [.] EVP_PKEY_set_type_by_keymgmt                -      -            
     0.01%     0.00%  [.] evp_md_ctx_clear_digest                     -      -            
     0.01%     0.00%  [.] ossl_namemap_doall_names                    -      -            
     0.01%     0.00%  [.] 0xed423d9ff929d6d3                          -      -            
     0.01%     0.00%  [.] 0xb62e50711ba08606                          -      -            
     0.01%     0.00%  [.] 0xd45c832f0801a928                          -      -            
     0.01%     0.00%  [.] 0xcc63b612d5aad94d                          -      -            
     0.01%     0.00%  [.] 0x61fd031e32081d13                          -      -            
     0.01%     0.00%  [.] DSA_size                                    -      -            
     0.01%     0.00%  [.] 0xfdfbf99727eb9b07                          -      -            
     0.01%     0.00%  [.] 0x925d879fba2556eb                          -      -            
     0.01%     0.00%  [.] ossl_ffc_generate_private_key               -      -            
     0.01%     0.01%  [.] _aesni_encrypt3                             -      -            
     0.01%     0.01%  [.] memcpy@plt                                  -      -            
     0.01%     0.00%  [.] 0xa8704763ba9d703b                          -      -            
     0.01%     0.00%  [.] 0x8d4019c74f9bfbcd                          -      -            
     0.01%     0.00%  [.] 0x92a34f1df6195a70                          -      -            
     0.01%     0.00%  [.] 0x0000000000000091                          -      -            
     0.01%     0.00%  [.] ossl_method_store_cache_get                 -      -            
     0.01%     0.00%  [.] 0x0000000000000221                          -      -            
     0.01%     0.00%  [.] 0x660e99787bcf0538                          -      -            
     0.01%     0.00%  [.] 0xd26868a3e30b652e                          -      -            
     0.01%     0.00%  [.] 0xe9fc1715e419b40e                          -      -            
     0.01%     0.00%  [.] 0x00000000000000b1                          -      -            
     0.01%     0.01%  [.] ossl_drbg_get_ctx_params_no_lock            -      -            
     0.01%     0.00%  [.] 0x716be5d149202961                          -      -            
     0.01%     0.00%  [.] 0xded8600482851dd6                          -      -            
     0.01%     0.00%  [.] 0x0000000000003f01                          -      -            
     0.01%     0.01%  [.] pthread_getspecific@@GLIBC_2.34             -      -            
     0.01%     0.00%  [.] 0xe82ce67105bd2774                          -      -            
     0.01%     0.01%  [.] RAND_get_rand_method                        -      -            
     0.01%     0.00%  [.] 0xb02919a89f3bcff3                          -      -            
     0.01%     0.00%  [.] 0x00000000000001a1                          -      -            
     0.01%     0.00%  [.] 0xb7808c32b7386916                          -      -            
     0.01%     0.00%  [.] 0xeeb77ddcaed92618                          -      -            
     0.01%     0.01%  [.] bn_mod_add_fixed_top                        -      -            
     0.01%     0.00%  [.] 0x843fb5bf60066e80                          -      -            
     0.01%     0.00%  [.] 0x900fb852f9049b40                          -      -            
     0.01%     0.00%  [.] 0xe85a91c8aa61859d                          -      -            
     0.01%     0.00%  [.] 0x033efcf2ca67a7a2                          -      -            
     0.01%     0.01%  [.] ecp_nistz256_point_add_affine               -      -            
     0.01%     0.01%  [.] __memcmp_evex_movbe                         -      -            
     0.01%     0.00%  [.] 0x966887fbeeddcf60                          -      -            
     0.01%     0.00%  [.] 0x9b3351ff16215c3d                          -      -            
     0.01%     0.01%  [.] BN_is_odd                                   -      -            
     0.01%     0.00%  [.] 0x8de186006be8a82c                          -      -            
     0.01%     0.00%  [.] 0xf2c0677949f52993                          -      -            
     0.01%     0.00%  [.] 0xe544971719729146                          -      -            
     0.01%     0.00%  [.] 0x93ff27e63bd3b0e4                          -      -            
     0.01%     0.00%  [.] 0x96be6750a54fc6f6                          -      -            
     0.01%     0.00%  [.] 0xb13a002a38b4f220                          -      -            
     0.01%     0.01%  [.] CRYPTO_ctr128_encrypt_ctr32                 -      -            
     0.01%     0.00%  [.] 0xc3191c05c632eaa6                          -      -            
     0.01%     0.00%  [.] 0xefdbd0e51ad9bd02                          -      -            
     0.01%     0.00%  [.] 0xca243a45a50e0cc0                          -      -            
     0.01%     0.00%  [.] 0x96db4c56f9353437                          -      -            
     0.01%     0.00%  [.] 0x9a9f32cc0c07386c                          -      -            
     0.01%     0.00%  [.] 0xce4b31b090710a5a                          -      -            
     0.01%     0.00%  [.] EVP_Digest                                  -      -            
     0.01%     0.00%  [.] bn_mul_recursive.localalias                 -      -            
     0.01%     0.00%  [.] 0x6322870dd3430271                          -      -            
     0.01%     0.00%  [.] 0x856365553ded1af3                          -      -            
     0.01%     0.00%  [.] 0x079771b584e65ba0                          -      -            
     0.01%     0.00%  [.] 0x00007ffcfbb4c6b0                          -      -            
     0.01%     0.00%  [.] 0x875276543506478d                          -      -            
     0.01%     0.00%  [.] 0x096d8cbd0d081c21                          -      -            
     0.01%     0.00%  [.] sha512_internal_final                       -      -            
     0.01%     0.00%  [.] 0xd93711499bbbe852                          -      -            
     0.01%     0.00%  [.] 0x1fd1bc119115f0b2                          -      -            
     0.01%     0.00%  [.] ossl_rsa_sp800_56b_pairwise_test            -      -            
     0.01%     0.00%  [.] 0x7d7892f0eb909445                          -      -            
     0.01%     0.00%  [.] 0x86f459fa39e601ac                          -      -            
     0.01%     0.01%  [.] evp_cipher_init_internal                    -      -            
     0.01%     0.01%  [.] CRYPTO_THREAD_get_local_ex                  -      -            
     0.01%     0.00%  [.] 0x9e2b68e4bee69c63                          -      -            
     0.01%     0.00%  [.] 0x16ea53bbd55b0b60                          -      -            
     0.01%     0.00%  [.] 0xbf464da6f8574990                          -      -            
     0.01%     0.00%  [.] 0x39049ce4b6e7a62d                          -      -            
     0.01%     0.00%  [.] 0x94d3fdfa6eb9ce11                          -      -            
     0.01%     0.00%  [.] evp_keymgmt_util_cache_keyinfo              -      -            
     0.01%     0.00%  [.] BN_bn2bin                                   -      -            
     0.01%     0.00%  [.] 0x9bf8e17e423a5e52                          -      -            
     0.01%     0.00%  [.] 0xafdc5620273d3cf1                          -      -            
